,filename,outsideShape,factor,bitPerPart,radius,psnr
0,10-10-1-4-1.png,"(10, 10)",1,4,1,44.16567295567379
1,10-10-1-8-1.png,"(10, 10)",1,8,1,43.5809451772399
2,10-10-1-16-1.png,"(10, 10)",1,16,1,43.67555863393611
3,10-10-1-32-1.png,"(10, 10)",1,32,1,43.61588772735396
4,10-10-1-64-1.png,"(10, 10)",1,64,1,43.66584875224283
5,10-10-10-4-1.png,"(10, 10)",10,4,1,42.17111632462067
6,10-10-10-8-1.png,"(10, 10)",10,8,1,41.86506652850926
7,10-10-10-16-1.png,"(10, 10)",10,16,1,41.801285178732186
8,10-10-10-32-1.png,"(10, 10)",10,32,1,41.79345821532336
9,10-10-10-64-1.png,"(10, 10)",10,64,1,41.88220621625731
10,10-10-20-4-1.png,"(10, 10)",20,4,1,41.912756727709215
11,10-10-20-8-1.png,"(10, 10)",20,8,1,41.74040913593289
12,10-10-20-16-1.png,"(10, 10)",20,16,1,41.70278198304828
13,10-10-20-32-1.png,"(10, 10)",20,32,1,41.66308996134683
14,10-10-20-64-1.png,"(10, 10)",20,64,1,41.72877942534549
15,10-10-30-4-1.png,"(10, 10)",30,4,1,41.92925768060118
16,10-10-30-8-1.png,"(10, 10)",30,8,1,41.7733742162859
17,10-10-30-16-1.png,"(10, 10)",30,16,1,41.722034024868655
18,10-10-30-32-1.png,"(10, 10)",30,32,1,41.693438406903056
19,10-10-30-64-1.png,"(10, 10)",30,64,1,41.72867600402914
20,10-10-40-4-1.png,"(10, 10)",40,4,1,41.82847097436276
21,10-10-40-8-1.png,"(10, 10)",40,8,1,41.72591768532476
22,10-10-40-16-1.png,"(10, 10)",40,16,1,41.70092233030833
23,10-10-40-32-1.png,"(10, 10)",40,32,1,41.650787337347374
24,10-10-40-64-1.png,"(10, 10)",40,64,1,41.672412902811615
25,10-10-50-4-1.png,"(10, 10)",50,4,1,41.738084488085235
26,10-10-50-8-1.png,"(10, 10)",50,8,1,41.646979363156966
27,10-10-50-16-1.png,"(10, 10)",50,16,1,41.627665873085434
28,10-10-50-32-1.png,"(10, 10)",50,32,1,41.5894641596268
29,10-10-50-64-1.png,"(10, 10)",50,64,1,41.65202505385548
30,10-10-60-4-1.png,"(10, 10)",60,4,1,41.741896752573155
31,10-10-60-8-1.png,"(10, 10)",60,8,1,41.63509138908435
32,10-10-60-16-1.png,"(10, 10)",60,16,1,41.66569136374103
33,10-10-60-32-1.png,"(10, 10)",60,32,1,41.57221710034488
34,10-10-60-64-1.png,"(10, 10)",60,64,1,41.65211559261168
35,10-10-70-4-1.png,"(10, 10)",70,4,1,41.768129106944365
36,10-10-70-8-1.png,"(10, 10)",70,8,1,41.62989909673584
37,10-10-70-16-1.png,"(10, 10)",70,16,1,41.646025045356126
38,10-10-70-32-1.png,"(10, 10)",70,32,1,41.580801792534395
39,10-10-70-64-1.png,"(10, 10)",70,64,1,41.64790558370045
40,10-10-80-4-1.png,"(10, 10)",80,4,1,41.68166244664823
41,10-10-80-8-1.png,"(10, 10)",80,8,1,41.60536886134304
42,10-10-80-16-1.png,"(10, 10)",80,16,1,41.635447279470704
43,10-10-80-32-1.png,"(10, 10)",80,32,1,41.53835222062426
44,10-10-80-64-1.png,"(10, 10)",80,64,1,41.60983549947584
45,10-10-90-4-1.png,"(10, 10)",90,4,1,41.67785254264948
