,filename,outsideShape,factor,bitPerPart,radius,psnr
218,20-20-30-16-3.png,"(20, 20)",30,16,3,41.570093710211594
219,20-20-30-32-3.png,"(20, 20)",30,32,3,41.492962900186086
220,20-20-30-64-3.png,"(20, 20)",30,64,3,41.494338591583954
221,20-20-30-128-3.png,"(20, 20)",30,128,3,41.479500786406746
222,20-20-40-4-3.png,"(20, 20)",40,4,3,42.787838679303825
223,20-20-40-8-3.png,"(20, 20)",40,8,3,42.0138922794678
224,20-20-40-16-3.png,"(20, 20)",40,16,3,41.54175206049516
225,20-20-40-32-3.png,"(20, 20)",40,32,3,41.49470237010463
226,20-20-40-64-3.png,"(20, 20)",40,64,3,41.48872191357137
227,20-20-40-128-3.png,"(20, 20)",40,128,3,41.46739628594393
228,20-20-50-4-3.png,"(20, 20)",50,4,3,42.519649782084315
229,20-20-50-8-3.png,"(20, 20)",50,8,3,41.853126349784795
230,20-20-50-16-3.png,"(20, 20)",50,16,3,41.48922371523379
231,20-20-50-32-3.png,"(20, 20)",50,32,3,41.4723991811024
232,20-20-50-64-3.png,"(20, 20)",50,64,3,41.459631196903146
233,20-20-50-128-3.png,"(20, 20)",50,128,3,41.461800762135695
234,20-20-60-4-3.png,"(20, 20)",60,4,3,42.32812881286709
235,20-20-60-8-3.png,"(20, 20)",60,8,3,41.787103088453385
236,20-20-60-16-3.png,"(20, 20)",60,16,3,41.49990869036584
237,20-20-60-32-3.png,"(20, 20)",60,32,3,41.46627303142698
238,20-20-60-64-3.png,"(20, 20)",60,64,3,41.47564800351164
239,20-20-60-128-3.png,"(20, 20)",60,128,3,41.45414056800522
240,20-20-70-4-3.png,"(20, 20)",70,4,3,42.196931272040416
241,20-20-70-8-3.png,"(20, 20)",70,8,3,41.739911853739486
242,20-20-70-16-3.png,"(20, 20)",70,16,3,41.51303978441862
243,20-20-70-32-3.png,"(20, 20)",70,32,3,41.47178512264751
244,20-20-70-64-3.png,"(20, 20)",70,64,3,41.467983814535756
245,20-20-70-128-3.png,"(20, 20)",70,128,3,41.46047257627161
246,20-20-80-4-3.png,"(20, 20)",80,4,3,42.11793386494268
247,20-20-80-8-3.png,"(20, 20)",80,8,3,41.69475337899706
248,20-20-80-16-3.png,"(20, 20)",80,16,3,41.47487519931808
249,20-20-80-32-3.png,"(20, 20)",80,32,3,41.462091059820665
250,20-20-80-64-3.png,"(20, 20)",80,64,3,41.452077383313764
251,20-20-80-128-3.png,"(20, 20)",80,128,3,41.45777000710986
252,20-20-90-4-3.png,"(20, 20)",90,4,3,42.033443666239585
253,20-20-90-8-3.png,"(20, 20)",90,8,3,41.650007799342305
254,20-20-90-16-3.png,"(20, 20)",90,16,3,41.47742880642773
255,20-20-90-32-3.png,"(20, 20)",90,32,3,41.47168077024383
256,20-20-90-64-3.png,"(20, 20)",90,64,3,41.45178036792261
257,20-20-90-128-3.png,"(20, 20)",90,128,3,41.4674704152005
258,20-20-100-4-3.png,"(20, 20)",100,4,3,41.95870414849979
259,20-20-100-8-3.png,"(20, 20)",100,8,3,41.61997209138192
260,20-20-100-16-3.png,"(20, 20)",100,16,3,41.48274192877406
261,20-20-100-32-3.png,"(20, 20)",100,32,3,41.47189830409951
262,20-20-100-64-3.png,"(20, 20)",100,64,3,41.44760463199443
263,20-20-100-128-3.png,"(20, 20)",100,128,3,41.454649204021344
264,20-20-1-4-5.png,"(20, 20)",1,4,5,50.43591951842261
265,20-20-1-8-5.png,"(20, 20)",1,8,5,50.28830543609344
266,20-20-1-16-5.png,"(20, 20)",1,16,5,49.722438395390895
267,20-20-1-32-5.png,"(20, 20)",1,32,5,49.21564274652037
268,20-20-1-64-5.png,"(20, 20)",1,64,5,49.105300032140434
269,20-20-1-128-5.png,"(20, 20)",1,128,5,49.20369738387416
270,20-20-10-4-5.png,"(20, 20)",10,4,5,46.06385309900493
271,20-20-10-8-5.png,"(20, 20)",10,8,5,45.50486863301594
272,20-20-10-16-5.png,"(20, 20)",10,16,5,44.52935846059794
273,20-20-10-32-5.png,"(20, 20)",10,32,5,44.004527360078455
274,20-20-10-64-5.png,"(20, 20)",10,64,5,44.01349724788307
275,20-20-10-128-5.png,"(20, 20)",10,128,5,43.97226941632481
276,20-20-20-4-5.png,"(20, 20)",20,4,5,44.71623891287828
277,20-20-20-8-5.png,"(20, 20)",20,8,5,44.17744355753419
278,20-20-20-16-5.png,"(20, 20)",20,16,5,43.413196279236814
279,20-20-20-32-5.png,"(20, 20)",20,32,5,42.956709322979954
280,20-20-20-64-5.png,"(20, 20)",20,64,5,42.972241607279464
281,20-20-20-128-5.png,"(20, 20)",20,128,5,42.93539761301861
282,20-20-30-4-5.png,"(20, 20)",30,4,5,44.01468117651756
283,20-20-30-8-5.png,"(20, 20)",30,8,5,43.486059533962276
284,20-20-30-16-5.png,"(20, 20)",30,16,5,42.84265350512414
285,20-20-30-32-5.png,"(20, 20)",30,32,5,42.45624061852804
286,20-20-30-64-5.png,"(20, 20)",30,64,5,42.46297358024911
287,20-20-30-128-5.png,"(20, 20)",30,128,5,42.44596720569294
288,20-20-40-4-5.png,"(20, 20)",40,4,5,43.58280469174552
289,20-20-40-8-5.png,"(20, 20)",40,8,5,43.071575626885135
290,20-20-40-16-5.png,"(20, 20)",40,16,5,42.49711858561674
291,20-20-40-32-5.png,"(20, 20)",40,32,5,42.171761600546056
292,20-20-40-64-5.png,"(20, 20)",40,64,5,42.17154181790239
293,20-20-40-128-5.png,"(20, 20)",40,128,5,42.16491337329938
294,20-20-50-4-5.png,"(20, 20)",50,4,5,43.225037681164984
295,20-20-50-8-5.png,"(20, 20)",50,8,5,42.764677505920325
296,20-20-50-16-5.png,"(20, 20)",50,16,5,42.250544969131994
297,20-20-50-32-5.png,"(20, 20)",50,32,5,41.996683703123466
298,20-20-50-64-5.png,"(20, 20)",50,64,5,41.99430509283283
299,20-20-50-128-5.png,"(20, 20)",50,128,5,41.98994647052987
300,20-20-60-4-5.png,"(20, 20)",60,4,5,42.98140459344371
301,20-20-60-8-5.png,"(20, 20)",60,8,5,42.5459437329781
302,20-20-60-16-5.png,"(20, 20)",60,16,5,42.09585472139661
303,20-20-60-32-5.png,"(20, 20)",60,32,5,41.871921226058326
304,20-20-60-64-5.png,"(20, 20)",60,64,5,41.87992962594158
305,20-20-60-128-5.png,"(20, 20)",60,128,5,41.864701833216444
306,20-20-70-4-5.png,"(20, 20)",70,4,5,42.802888370639714
307,20-20-70-8-5.png,"(20, 20)",70,8,5,42.35751384959475
308,20-20-70-16-5.png,"(20, 20)",70,16,5,41.98035708264612
309,20-20-70-32-5.png,"(20, 20)",70,32,5,41.79022111536746
310,20-20-70-64-5.png,"(20, 20)",70,64,5,41.79998692146309
311,20-20-70-128-5.png,"(20, 20)",70,128,5,41.78740017496018
312,20-20-80-4-5.png,"(20, 20)",80,4,5,42.60755965493341
313,20-20-80-8-5.png,"(20, 20)",80,8,5,42.20823749501234
314,20-20-80-16-5.png,"(20, 20)",80,16,5,41.88869432575625
315,20-20-80-32-5.png,"(20, 20)",80,32,5,41.72392293940085
316,20-20-80-64-5.png,"(20, 20)",80,64,5,41.727881946277996
317,20-20-80-128-5.png,"(20, 20)",80,128,5,41.72830029378655
318,20-20-90-4-5.png,"(20, 20)",90,4,5,42.4729228146331
319,20-20-90-8-5.png,"(20, 20)",90,8,5,42.11007476613894
320,20-20-90-16-5.png,"(20, 20)",90,16,5,41.8233693181969
321,20-20-90-32-5.png,"(20, 20)",90,32,5,41.67503872307934
322,20-20-90-64-5.png,"(20, 20)",90,64,5,41.67953510582214
323,20-20-90-128-5.png,"(20, 20)",90,128,5,41.67768283976486
324,20-20-100-4-5.png,"(20, 20)",100,4,5,42.37938334884949
325,20-20-100-8-5.png,"(20, 20)",100,8,5,42.02434798691712
326,20-20-100-16-5.png,"(20, 20)",100,16,5,41.774500895185234
327,20-20-100-32-5.png,"(20, 20)",100,32,5,41.64701010387289
328,20-20-100-64-5.png,"(20, 20)",100,64,5,41.64069055189191
329,20-20-100-128-5.png,"(20, 20)",100,128,5,41.647442774068935
330,20-20-1-4-7.png,"(20, 20)",1,4,7,50.557040099076076
331,20-20-1-8-7.png,"(20, 20)",1,8,7,50.521733364709
332,20-20-1-16-7.png,"(20, 20)",1,16,7,50.34206611485543
333,20-20-1-32-7.png,"(20, 20)",1,32,7,50.09362644305594
334,20-20-1-64-7.png,"(20, 20)",1,64,7,49.84426424646425
335,20-20-1-128-7.png,"(20, 20)",1,128,7,49.879134473133604
336,20-20-10-4-7.png,"(20, 20)",10,4,7,47.25949600520398
337,20-20-10-8-7.png,"(20, 20)",10,8,7,46.739821588439455
338,20-20-10-16-7.png,"(20, 20)",10,16,7,45.559479366512136
339,20-20-10-32-7.png,"(20, 20)",10,32,7,44.85261216066401
340,20-20-10-64-7.png,"(20, 20)",10,64,7,44.48956882241433
341,20-20-10-128-7.png,"(20, 20)",10,128,7,44.47638865446358
342,20-20-20-4-7.png,"(20, 20)",20,4,7,45.57508537016774
343,20-20-20-8-7.png,"(20, 20)",20,8,7,45.1365224332486
344,20-20-20-16-7.png,"(20, 20)",20,16,7,44.16742361086619
345,20-20-20-32-7.png,"(20, 20)",20,32,7,43.56672595967693
346,20-20-20-64-7.png,"(20, 20)",20,64,7,43.27968521514745
347,20-20-20-128-7.png,"(20, 20)",20,128,7,43.26289135293065
348,20-20-30-4-7.png,"(20, 20)",30,4,7,44.720589257175796
349,20-20-30-8-7.png,"(20, 20)",30,8,7,44.2815966957961
350,20-20-30-16-7.png,"(20, 20)",30,16,7,43.468234671147066
351,20-20-30-32-7.png,"(20, 20)",30,32,7,42.949714687836654
352,20-20-30-64-7.png,"(20, 20)",30,64,7,42.704352325752346
353,20-20-30-128-7.png,"(20, 20)",30,128,7,42.7003993462931
354,20-20-40-4-7.png,"(20, 20)",40,4,7,44.21053285468077
355,20-20-40-8-7.png,"(20, 20)",40,8,7,43.77229282050212
356,20-20-40-16-7.png,"(20, 20)",40,16,7,43.04103728162267
357,20-20-40-32-7.png,"(20, 20)",40,32,7,42.57733131315207
358,20-20-40-64-7.png,"(20, 20)",40,64,7,42.36845888670074
359,20-20-40-128-7.png,"(20, 20)",40,128,7,42.36116517051737
360,20-20-50-4-7.png,"(20, 20)",50,4,7,43.83877606403405
361,20-20-50-8-7.png,"(20, 20)",50,8,7,43.38022010788563
362,20-20-50-16-7.png,"(20, 20)",50,16,7,42.7466288682825
363,20-20-50-32-7.png,"(20, 20)",50,32,7,42.31690316063127
364,20-20-50-64-7.png,"(20, 20)",50,64,7,42.14275824541153
365,20-20-50-128-7.png,"(20, 20)",50,128,7,42.14089071233607
366,20-20-60-4-7.png,"(20, 20)",60,4,7,43.53416850367524
367,20-20-60-8-7.png,"(20, 20)",60,8,7,43.104126928924316
368,20-20-60-16-7.png,"(20, 20)",60,16,7,42.52065854746911
369,20-20-60-32-7.png,"(20, 20)",60,32,7,42.14166876111943
370,20-20-60-64-7.png,"(20, 20)",60,64,7,41.98442973511554
371,20-20-60-128-7.png,"(20, 20)",60,128,7,41.99335825863813
372,20-20-70-4-7.png,"(20, 20)",70,4,7,43.297758276788045
373,20-20-70-8-7.png,"(20, 20)",70,8,7,42.8947902987434
374,20-20-70-16-7.png,"(20, 20)",70,16,7,42.34350061742467
375,20-20-70-32-7.png,"(20, 20)",70,32,7,42.02503596357523
376,20-20-70-64-7.png,"(20, 20)",70,64,7,41.886743385774366
377,20-20-70-128-7.png,"(20, 20)",70,128,7,41.89061121952932
378,20-20-80-4-7.png,"(20, 20)",80,4,7,43.108279725777365
379,20-20-80-8-7.png,"(20, 20)",80,8,7,42.72712443747254
380,20-20-80-16-7.png,"(20, 20)",80,16,7,42.20536117422028
381,20-20-80-32-7.png,"(20, 20)",80,32,7,41.92934368614122
382,20-20-80-64-7.png,"(20, 20)",80,64,7,41.822089082407565
383,20-20-80-128-7.png,"(20, 20)",80,128,7,41.80129807141498
384,20-20-90-4-7.png,"(20, 20)",90,4,7,42.93574971308773
