,filename,outsideShape,factor,bitPerPart,radius,psnr
0,10-10-1-4-1.png,"(10, 10)",1,4,1,41.568958837532676
1,10-10-1-8-1.png,"(10, 10)",1,8,1,40.887052977180865
2,10-10-1-16-1.png,"(10, 10)",1,16,1,40.97633158747607
3,10-10-1-32-1.png,"(10, 10)",1,32,1,40.89606080520127
4,10-10-10-4-1.png,"(10, 10)",10,4,1,39.612262345725824
5,10-10-10-8-1.png,"(10, 10)",10,8,1,38.90140351103967
6,10-10-10-16-1.png,"(10, 10)",10,16,1,39.11054539954367
7,10-10-10-32-1.png,"(10, 10)",10,32,1,38.97950438486675
8,10-10-20-4-1.png,"(10, 10)",20,4,1,39.368964797363176
9,10-10-20-8-1.png,"(10, 10)",20,8,1,38.8291366215913
10,10-10-20-16-1.png,"(10, 10)",20,16,1,38.97132489050946
11,10-10-20-32-1.png,"(10, 10)",20,32,1,38.88425193642411
12,10-10-30-4-1.png,"(10, 10)",30,4,1,39.35400702421492
13,10-10-30-8-1.png,"(10, 10)",30,8,1,38.87774802746902
14,10-10-30-16-1.png,"(10, 10)",30,16,1,39.03228983466775
15,10-10-30-32-1.png,"(10, 10)",30,32,1,38.92249933236755
16,10-10-40-4-1.png,"(10, 10)",40,4,1,39.221738595204144
17,10-10-40-8-1.png,"(10, 10)",40,8,1,38.86083672329254
18,10-10-40-16-1.png,"(10, 10)",40,16,1,38.959250187440034
19,10-10-40-32-1.png,"(10, 10)",40,32,1,38.87999335603394
20,10-10-50-4-1.png,"(10, 10)",50,4,1,39.12947176901304
21,10-10-50-8-1.png,"(10, 10)",50,8,1,38.78797831215036
22,10-10-50-16-1.png,"(10, 10)",50,16,1,38.91323017081268
23,10-10-50-32-1.png,"(10, 10)",50,32,1,38.79536183156005
24,10-10-60-4-1.png,"(10, 10)",60,4,1,39.120874979409066
25,10-10-60-8-1.png,"(10, 10)",60,8,1,38.84195792688911
26,10-10-60-16-1.png,"(10, 10)",60,16,1,38.90113522297709
27,10-10-60-32-1.png,"(10, 10)",60,32,1,38.86401449236547
28,10-10-70-4-1.png,"(10, 10)",70,4,1,39.10401990515036
