,imageName,factor,fragile,robust,psnr
45,test1-marked.png,45,1.0,0.9479166666666666,36.867610855817574
46,test1-marked.png,46,1.0,0.9458333333333333,36.81904209923277
47,test1-marked.png,47,1.0,0.9458333333333333,36.78557062747564
48,test1-marked.png,48,1.0,0.95,36.74329199190869
49,test1-marked.png,49,1.0,0.9416666666666667,36.70164986031025
50,test1-marked.png,50,1.0,0.94375,36.64988197228744
51,test1-marked.png,51,1.0,0.9458333333333333,36.607410117263505
52,test1-marked.png,52,1.0,0.9395833333333333,36.55639765766394
53,test1-marked.png,53,1.0,0.9354166666666667,36.51687451689917
54,test1-marked.png,54,1.0,0.9354166666666667,36.477575913835594
55,test1-marked.png,55,1.0,0.9395833333333333,36.426581765221535
56,test1-marked.png,56,1.0,0.93125,36.41104486227929
57,test1-marked.png,57,1.0,0.93125,36.35104143931194
58,test1-marked.png,58,1.0,0.9291666666666667,36.317220707184894
59,test1-marked.png,59,1.0,0.9291666666666667,36.280510834627634
60,test1-marked.png,60,1.0,0.9229166666666667,36.25454210203743
61,test1-marked.png,61,1.0,0.9229166666666667,36.21014755921884
62,test1-marked.png,62,1.0,0.9270833333333334,36.201419583761336
63,test1-marked.png,63,1.0,0.9291666666666667,36.170786855403456
64,test1-marked.png,64,1.0,0.93125,36.15044451665795
65,test1-marked.png,65,1.0,0.9416666666666667,36.13118611474042
66,test1-marked.png,66,1.0,0.9416666666666667,36.0997536140299
67,test1-marked.png,67,1.0,0.9354166666666667,36.06995142178526
68,test1-marked.png,68,1.0,0.9291666666666667,36.043139921609
69,test1-marked.png,69,1.0,0.9229166666666667,36.01501787507634
70,test1-marked.png,70,1.0,0.925,35.99184756521436
71,test1-marked.png,71,1.0,0.9208333333333333,35.97630582793333
72,test1-marked.png,72,1.0,0.9145833333333333,35.934625639966825
73,test1-marked.png,73,1.0,0.9270833333333334,35.89094184183564
74,test1-marked.png,74,1.0,0.9270833333333334,35.89209310727814
75,test1-marked.png,75,1.0,0.925,35.86491998651433
76,test1-marked.png,76,1.0,0.9291666666666667,35.84368819180301
77,test1-marked.png,77,1.0,0.9229166666666667,35.82803892546082
78,test1-marked.png,78,1.0,0.9270833333333334,35.8011609229234
79,test1-marked.png,79,1.0,0.9208333333333333,35.78962210183222
80,test1-marked.png,80,1.0,0.91875,35.784385326595874
81,test1-marked.png,81,1.0,0.91875,35.75679696944318
82,test1-marked.png,82,1.0,0.9145833333333333,35.737565475237695
83,test1-marked.png,83,1.0,0.9166666666666666,35.723326250696786
84,test1-marked.png,84,1.0,0.9125,35.70799872318295
85,test1-marked.png,85,1.0,0.91875,35.67079372391728
86,test1-marked.png,86,1.0,0.90625,35.649325019853485
87,test1-marked.png,87,1.0,0.9166666666666666,35.626446015614974
88,test1-marked.png,88,1.0,0.9125,35.60692598609209
89,test1-marked.png,89,1.0,0.8979166666666667,35.5897447392176
90,test1-marked.png,90,1.0,0.9083333333333333,35.57599414452413
91,test1-marked.png,91,1.0,0.9166666666666666,35.558166538485686
92,test1-marked.png,92,1.0,0.9125,35.5322501685449
93,test1-marked.png,93,1.0,0.9020833333333333,35.5192303454507
94,test1-marked.png,94,1.0,0.8979166666666667,35.519069404982716
95,test1-marked.png,95,1.0,0.9020833333333333,35.4994544249998
96,test1-marked.png,96,1.0,0.89375,35.48110746560157
97,test1-marked.png,97,1.0,0.8895833333333333,35.48720001441155
98,test1-marked.png,98,1.0,0.8833333333333333,35.47647257020039
99,test1-marked.png,99,1.0,0.88125,35.45087975187972
100,test1-marked.png,100,1.0,0.8791666666666667,35.43786174210082
101,test2-marked.png,0,1.0,0.0,100.0
102,test2-marked.png,1,1.0,0.5083333333333333,61.21114746274226
103,test2-marked.png,2,1.0,0.675,55.98346293301663
104,test2-marked.png,3,1.0,0.7416666666666667,52.83339386117934
105,test2-marked.png,4,1.0,0.81875,50.273367919314076
106,test2-marked.png,5,1.0,0.8416666666666667,48.35609781505702
107,test2-marked.png,6,1.0,0.8604166666666667,47.00496610635365
108,test2-marked.png,7,1.0,0.9145833333333333,45.83147321165509
109,test2-marked.png,8,1.0,0.9166666666666666,44.792904034560415
110,test2-marked.png,9,1.0,0.93125,43.85008111842086
111,test2-marked.png,10,1.0,0.93125,43.04123782226735
112,test2-marked.png,11,1.0,0.9625,42.34315281647917
113,test2-marked.png,12,1.0,0.9645833333333333,41.696723423263286
114,test2-marked.png,13,1.0,0.98125,41.09092725753224
115,test2-marked.png,14,1.0,0.9979166666666667,40.512905751775044
116,test2-marked.png,15,1.0,0.9958333333333333,40.007065319890785
117,test2-marked.png,16,1.0,0.9979166666666667,39.58070467006747
118,test2-marked.png,17,1.0,0.9958333333333333,39.169831887597056
119,test2-marked.png,18,1.0,0.9958333333333333,38.830341445299496
120,test2-marked.png,19,1.0,0.9958333333333333,38.56065027419986
121,test2-marked.png,20,1.0,0.99375,38.58884057463741
122,test2-marked.png,21,1.0,0.9895833333333334,38.52067903922822
123,test2-marked.png,22,1.0,0.9875,38.42072895800576
124,test2-marked.png,23,1.0,0.9875,38.28623415846787
125,test2-marked.png,24,1.0,0.9791666666666666,38.098602271850545
126,test2-marked.png,25,1.0,0.9791666666666666,37.9039696236515
127,test2-marked.png,26,1.0,0.9791666666666666,37.686508150449015
128,test2-marked.png,27,1.0,0.9833333333333333,37.47607849269299
129,test2-marked.png,28,1.0,0.9791666666666666,37.328349187692254
130,test2-marked.png,29,1.0,0.9791666666666666,37.36383667962345
131,test2-marked.png,30,1.0,0.9729166666666667,37.29647155836207
132,test2-marked.png,31,1.0,0.9729166666666667,37.239437294863926
133,test2-marked.png,32,1.0,0.975,37.17072563362229
134,test2-marked.png,33,1.0,0.975,37.088842701582415
135,test2-marked.png,34,1.0,0.975,37.04209646462738
136,test2-marked.png,35,1.0,0.96875,36.977480801523754
137,test2-marked.png,36,1.0,0.9708333333333333,37.030765549106604
138,test2-marked.png,37,1.0,0.96875,36.94144321493533
139,test2-marked.png,38,1.0,0.9729166666666667,36.85899453607546
140,test2-marked.png,39,1.0,0.96875,36.8103867398421
141,test2-marked.png,40,1.0,0.9666666666666667,36.748491176173815
142,test2-marked.png,41,1.0,0.9645833333333333,36.80222500917685
143,test2-marked.png,42,1.0,0.9625,36.713631632886795
144,test2-marked.png,43,1.0,0.95625,36.66840985423211
145,test2-marked.png,44,1.0,0.9625,36.59987633875987
146,test2-marked.png,45,1.0,0.9625,36.53643217557576
147,test2-marked.png,46,1.0,0.9625,36.55952034415529
148,test2-marked.png,47,1.0,0.9583333333333334,36.50078784620598
149,test2-marked.png,48,1.0,0.9541666666666667,36.4696145370301
150,test2-marked.png,49,1.0,0.9520833333333333,36.39553529152247
151,test2-marked.png,50,1.0,0.95625,36.33143193755273
152,test2-marked.png,51,1.0,0.95625,36.36402969795937
153,test2-marked.png,52,1.0,0.95625,36.32890521365245
154,test2-marked.png,53,1.0,0.95625,36.25872304441746
155,test2-marked.png,54,1.0,0.9625,36.18773537397642
156,test2-marked.png,55,1.0,0.9583333333333334,36.22354119361746
157,test2-marked.png,56,1.0,0.9645833333333333,36.171452860273625
158,test2-marked.png,57,1.0,0.9520833333333333,36.132686784831044
159,test2-marked.png,58,1.0,0.9479166666666666,36.082034594518944
160,test2-marked.png,59,1.0,0.9520833333333333,36.12528439862773
161,test2-marked.png,60,1.0,0.95,36.070031049021125
162,test2-marked.png,61,1.0,0.95,36.0362157556671
163,test2-marked.png,62,1.0,0.9541666666666667,36.08990329310098
164,test2-marked.png,63,1.0,0.9625,36.04857735960829
165,test2-marked.png,64,1.0,0.95625,35.984463888696936
166,test2-marked.png,65,1.0,0.9625,36.03848054292366
167,test2-marked.png,66,1.0,0.9583333333333334,36.006245856868965
168,test2-marked.png,67,1.0,0.95625,35.92278325102593
169,test2-marked.png,68,1.0,0.9604166666666667,35.85685882449313
170,test2-marked.png,69,1.0,0.9625,35.89608050089594
171,test2-marked.png,70,1.0,0.9479166666666666,35.879310543026335
172,test2-marked.png,71,1.0,0.9479166666666666,35.81069326684998
173,test2-marked.png,72,1.0,0.95,35.85765678308237
174,test2-marked.png,73,1.0,0.95625,35.79560273803482
175,test2-marked.png,74,1.0,0.9583333333333334,35.82753175418236
176,test2-marked.png,75,1.0,0.9541666666666667,35.81718290481235
177,test2-marked.png,76,1.0,0.9625,35.761056544646216
178,test2-marked.png,77,1.0,0.9604166666666667,35.800547408689376
179,test2-marked.png,78,1.0,0.9645833333333333,35.74258235959812
180,test2-marked.png,79,1.0,0.9604166666666667,35.73959923618887
181,test2-marked.png,80,1.0,0.9625,35.770800873480724
182,test2-marked.png,81,1.0,0.95625,35.70932351860567
183,test2-marked.png,82,1.0,0.9479166666666666,35.73336702239853
184,test2-marked.png,83,1.0,0.9583333333333334,35.69510197951338
185,test2-marked.png,84,1.0,0.9520833333333333,35.67627296055717
186,test2-marked.png,85,1.0,0.94375,35.72199027991179
187,test2-marked.png,86,1.0,0.9395833333333333,35.667171510891876
188,test2-marked.png,87,1.0,0.9375,35.69205939209632
189,test2-marked.png,88,1.0,0.9375,35.68535885365779
190,test2-marked.png,89,1.0,0.9375,35.618078964985806
191,test2-marked.png,90,1.0,0.9375,35.65215196062769
192,test2-marked.png,91,1.0,0.9208333333333333,35.569320909077206
193,test2-marked.png,92,1.0,0.93125,35.594467302564524
194,test2-marked.png,93,1.0,0.9333333333333333,35.58748476781994
195,test2-marked.png,94,1.0,0.9395833333333333,35.515336306844716
196,test2-marked.png,95,1.0,0.9479166666666666,35.53674899339771
197,test2-marked.png,96,1.0,0.9479166666666666,35.474165850064125
198,test2-marked.png,97,1.0,0.9333333333333333,35.4548242001871
199,test2-marked.png,98,1.0,0.9333333333333333,35.48052876116423
200,test2-marked.png,99,1.0,0.9333333333333333,35.5090087411171
201,test2-marked.png,100,1.0,0.9270833333333334,35.4429487238056
202,test3-marked.png,0,1.0,0.0,100.0
203,test3-marked.png,1,1.0,0.5083333333333333,61.20702450674898
204,test3-marked.png,2,1.0,0.6104166666666667,55.78709467202873
205,test3-marked.png,3,1.0,0.6229166666666667,52.45154229284962
206,test3-marked.png,4,1.0,0.6708333333333333,50.06339437972908
207,test3-marked.png,5,1.0,0.70625,48.20540413709938
208,test3-marked.png,6,1.0,0.725,46.7655184429967
209,test3-marked.png,7,1.0,0.7375,45.57694846578994
210,test3-marked.png,8,1.0,0.7770833333333333,44.49220047099474
211,test3-marked.png,9,1.0,0.7979166666666667,43.55428431372141
212,test3-marked.png,10,1.0,0.8104166666666667,42.75777214637501
213,test3-marked.png,11,1.0,0.8229166666666666,42.04176384249546
214,test3-marked.png,12,1.0,0.84375,41.43262140290059
215,test3-marked.png,13,1.0,0.8354166666666667,40.92562490102665
216,test3-marked.png,14,1.0,0.825,40.48039851678084
217,test3-marked.png,15,1.0,0.8354166666666667,40.075936095355395
218,test3-marked.png,16,1.0,0.8333333333333334,39.70731842043272
219,test3-marked.png,17,1.0,0.8395833333333333,39.34617000913466
220,test3-marked.png,18,1.0,0.85,39.00471114917813
221,test3-marked.png,19,1.0,0.8708333333333333,38.70159242192946
222,test3-marked.png,20,1.0,0.8625,38.420820169320095
223,test3-marked.png,21,1.0,0.8645833333333334,38.16557120345061
224,test3-marked.png,22,1.0,0.86875,37.94877373465247
225,test3-marked.png,23,1.0,0.8666666666666667,37.74544015208338
226,test3-marked.png,24,1.0,0.8645833333333334,37.57318807741457
227,test3-marked.png,25,1.0,0.8625,37.55502864735333
228,test3-marked.png,26,1.0,0.88125,37.53912294669632
229,test3-marked.png,27,1.0,0.875,37.433942099490956
230,test3-marked.png,28,1.0,0.8708333333333333,37.314953470524756
231,test3-marked.png,29,1.0,0.8875,37.21698509940445
232,test3-marked.png,30,1.0,0.8875,37.09632820315501
233,test3-marked.png,31,1.0,0.8895833333333333,36.98990192237871
234,test3-marked.png,32,1.0,0.8895833333333333,36.9269583701462
235,test3-marked.png,33,1.0,0.8895833333333333,36.839793004327895
236,test3-marked.png,34,1.0,0.8875,36.75282708157336
237,test3-marked.png,35,1.0,0.8875,36.707889257541794
238,test3-marked.png,36,1.0,0.88125,36.71777580346184
239,test3-marked.png,37,1.0,0.9,36.71986852708835
240,test3-marked.png,38,1.0,0.9020833333333333,36.687702726587304
241,test3-marked.png,39,1.0,0.89375,36.641691572904335
242,test3-marked.png,40,1.0,0.89375,36.580818424590895
243,test3-marked.png,41,1.0,0.89375,36.52179056599469
244,test3-marked.png,42,1.0,0.8916666666666667,36.449099923399416
245,test3-marked.png,43,1.0,0.8875,36.39972303613923
246,test3-marked.png,44,1.0,0.8895833333333333,36.39989263176845
247,test3-marked.png,45,1.0,0.8833333333333333,36.41527410278369
248,test3-marked.png,46,1.0,0.8958333333333334,36.41449655061331
249,test3-marked.png,47,1.0,0.8979166666666667,36.37371471234226
250,test3-marked.png,48,1.0,0.89375,36.33619005242614
251,test3-marked.png,49,1.0,0.9,36.29960977216233
252,test3-marked.png,50,1.0,0.8979166666666667,36.300350990987404
253,test3-marked.png,51,1.0,0.8916666666666667,36.28954249442544
254,test3-marked.png,52,1.0,0.8854166666666666,36.29489642954746
255,test3-marked.png,53,1.0,0.8875,36.246875043010796
256,test3-marked.png,54,1.0,0.8833333333333333,36.20634042310528
257,test3-marked.png,55,1.0,0.8833333333333333,36.17485886245848
258,test3-marked.png,56,1.0,0.8916666666666667,36.15881278046433
259,test3-marked.png,57,1.0,0.8895833333333333,36.160507998659455
260,test3-marked.png,58,1.0,0.8895833333333333,36.14236012599434
261,test3-marked.png,59,1.0,0.8895833333333333,36.126810705585434
262,test3-marked.png,60,1.0,0.88125,36.092943838363965
263,test3-marked.png,61,1.0,0.8833333333333333,36.06729853072946
264,test3-marked.png,62,1.0,0.8791666666666667,36.041640173704536
265,test3-marked.png,63,1.0,0.8791666666666667,36.024613929181896
266,test3-marked.png,64,1.0,0.88125,35.99362771546683
267,test3-marked.png,65,1.0,0.8770833333333333,36.00738034850561
268,test3-marked.png,66,1.0,0.8729166666666667,35.98343944036145
269,test3-marked.png,67,1.0,0.8708333333333333,35.95490852386399
270,test3-marked.png,68,1.0,0.8791666666666667,35.93588224100662
271,test3-marked.png,69,1.0,0.8729166666666667,35.91828923260558
272,test3-marked.png,70,1.0,0.875,35.89000670968558
273,test3-marked.png,71,1.0,0.8729166666666667,35.86679910362819
274,test3-marked.png,72,1.0,0.8770833333333333,35.841443259309294
275,test3-marked.png,73,1.0,0.8708333333333333,35.8389675984793
276,test3-marked.png,74,1.0,0.8666666666666667,35.826052254084054
277,test3-marked.png,75,1.0,0.8729166666666667,35.81572150775793
278,test3-marked.png,76,1.0,0.8770833333333333,35.80354822827741
279,test3-marked.png,77,1.0,0.875,35.80623657731492
280,test3-marked.png,78,1.0,0.8791666666666667,35.80047572061669
281,test3-marked.png,79,1.0,0.8770833333333333,35.79056341093861
282,test3-marked.png,80,1.0,0.8770833333333333,35.7652801827172
283,test3-marked.png,81,1.0,0.8854166666666666,35.74390722998671
284,test3-marked.png,82,1.0,0.8854166666666666,35.717574700408974
285,test3-marked.png,83,1.0,0.88125,35.686608578380124
286,test3-marked.png,84,1.0,0.8791666666666667,35.66867914613304
287,test3-marked.png,85,1.0,0.8791666666666667,35.6562065272572
288,test3-marked.png,86,1.0,0.875,35.634890296109916
289,test3-marked.png,87,1.0,0.8708333333333333,35.63921882824209
290,test3-marked.png,88,1.0,0.8645833333333334,35.63764346907943
291,test3-marked.png,89,1.0,0.8604166666666667,35.61618046323118
292,test3-marked.png,90,1.0,0.8625,35.61800929756943
293,test3-marked.png,91,1.0,0.8479166666666667,35.61321862879052
294,test3-marked.png,92,1.0,0.8541666666666666,35.60785446228317
295,test3-marked.png,93,1.0,0.85,35.61695791973904
296,test3-marked.png,94,1.0,0.85,35.618733893332426
297,test3-marked.png,95,1.0,0.8458333333333333,35.59702948716425
298,test3-marked.png,96,1.0,0.8416666666666667,35.59312281824169
299,test3-marked.png,97,1.0,0.85,35.6005404474551
300,test3-marked.png,98,1.0,0.84375,35.58431407211566
301,test3-marked.png,99,1.0,0.85,35.585484343681735
302,test3-marked.png,100,1.0,0.8479166666666667,35.57528745170765
303,test4-marked.png,0,1.0,0.0,100.0
304,test4-marked.png,1,1.0,0.325,64.62797257369928
305,test4-marked.png,2,1.0,0.49583333333333335,58.8820676506991
306,test4-marked.png,3,1.0,0.6020833333333333,55.56410377500953
307,test4-marked.png,4,1.0,0.6854166666666667,53.08898716371363
308,test4-marked.png,5,1.0,0.73125,51.27771253976011
309,test4-marked.png,6,1.0,0.7916666666666666,49.66643169039418
310,test4-marked.png,7,1.0,0.84375,48.45651801433213
311,test4-marked.png,8,1.0,0.9041666666666667,47.47242491049833
312,test4-marked.png,9,1.0,0.9291666666666667,46.49508604492163
313,test4-marked.png,10,1.0,0.9458333333333333,45.66835445998536
314,test4-marked.png,11,1.0,0.9479166666666666,44.94457667923393
315,test4-marked.png,12,1.0,0.95,44.25428094475144
316,test4-marked.png,13,1.0,0.95,43.63866502481855
317,test4-marked.png,14,1.0,0.95,43.0655300226828
318,test4-marked.png,15,1.0,0.95,42.55572741345058
319,test4-marked.png,16,1.0,0.95,42.12124410375775
320,test4-marked.png,17,1.0,0.95,41.76237841723101
321,test4-marked.png,18,1.0,0.9833333333333333,41.49419270026682
322,test4-marked.png,19,1.0,0.9833333333333333,41.26804331621414
323,test4-marked.png,20,1.0,1.0,41.03247512043687
324,test4-marked.png,21,1.0,1.0,40.772617479308494
325,test4-marked.png,22,1.0,1.0,40.509951413494456
326,test4-marked.png,23,1.0,1.0,40.30221656225209
327,test4-marked.png,24,1.0,1.0,40.12217187095907
328,test4-marked.png,25,1.0,1.0,39.986833522571786
329,test4-marked.png,26,1.0,1.0,39.85284038843954
330,test4-marked.png,27,1.0,1.0,39.703305242971055
331,test4-marked.png,28,1.0,1.0,39.51931784249006
332,test4-marked.png,29,1.0,1.0,39.34129292944278
333,test4-marked.png,30,1.0,1.0,39.194945707045086
334,test4-marked.png,31,1.0,1.0,39.06263198729695
335,test4-marked.png,32,1.0,1.0,38.99254295529791
336,test4-marked.png,33,1.0,1.0,38.90828177771523
337,test4-marked.png,34,1.0,1.0,38.827720153951056
338,test4-marked.png,35,1.0,1.0,38.77988099150883
339,test4-marked.png,36,1.0,1.0,38.746004651675996
340,test4-marked.png,37,1.0,1.0,38.69393766622268
341,test4-marked.png,38,1.0,1.0,38.60141652163567
342,test4-marked.png,39,1.0,1.0,38.51543150233415
343,test4-marked.png,40,1.0,1.0,38.423185247817734
344,test4-marked.png,41,1.0,1.0,38.3438888222033
345,test4-marked.png,42,1.0,1.0,38.25239713645224
346,test4-marked.png,43,1.0,1.0,38.15417951654923
347,test4-marked.png,44,1.0,1.0,38.07587655908341
348,test4-marked.png,45,1.0,1.0,38.01373124592492
349,test4-marked.png,46,1.0,0.9979166666666667,37.96022346968596
350,test4-marked.png,47,1.0,0.9979166666666667,37.900697921115196
351,test4-marked.png,48,1.0,1.0,37.83479648122076
352,test4-marked.png,49,1.0,1.0,37.766183432878236
353,test4-marked.png,50,1.0,1.0,37.69941787721936
354,test4-marked.png,51,1.0,1.0,37.642548802619615
355,test4-marked.png,52,1.0,1.0,37.586989571931944
356,test4-marked.png,53,1.0,0.9979166666666667,37.530650415142695
357,test4-marked.png,54,1.0,0.9979166666666667,37.47916262610418
358,test4-marked.png,55,1.0,1.0,37.459948800955864
359,test4-marked.png,56,1.0,1.0,37.41632991933363
360,test4-marked.png,57,1.0,0.9979166666666667,37.379065404224164
361,test4-marked.png,58,1.0,1.0,37.338497272009946
362,test4-marked.png,59,1.0,0.9979166666666667,37.28875649876524
363,test4-marked.png,60,1.0,0.9979166666666667,37.2405620800819
364,test4-marked.png,61,1.0,0.9979166666666667,37.2051614344158
365,test4-marked.png,62,1.0,0.9979166666666667,37.1733205547641
366,test4-marked.png,63,1.0,0.9979166666666667,37.13919102062077
367,test4-marked.png,64,1.0,0.9958333333333333,37.12538676659985
368,test4-marked.png,65,1.0,0.9958333333333333,37.115270043466296
369,test4-marked.png,66,1.0,0.99375,37.079411433726264
370,test4-marked.png,67,1.0,0.9958333333333333,37.034778754728706
371,test4-marked.png,68,1.0,0.9958333333333333,37.001200986417984
372,test4-marked.png,69,1.0,0.9958333333333333,36.965471647335015
373,test4-marked.png,70,1.0,0.99375,36.94090939920154
374,test4-marked.png,71,1.0,0.9916666666666667,36.91089852529241
375,test4-marked.png,72,1.0,0.9916666666666667,36.88811966653411
376,test4-marked.png,73,1.0,0.9895833333333334,36.86378779472023
377,test4-marked.png,74,1.0,0.9895833333333334,36.842182093570194
378,test4-marked.png,75,1.0,0.9895833333333334,36.82125864979489
379,test4-marked.png,76,1.0,0.9875,36.78816872537526
380,test4-marked.png,77,1.0,0.9875,36.75761954582888
381,test4-marked.png,78,1.0,0.9875,36.729452754289525
382,test4-marked.png,79,1.0,0.9875,36.695384891701806
383,test4-marked.png,80,1.0,0.9854166666666667,36.66214270690246
384,test4-marked.png,81,1.0,0.9854166666666667,36.64382734945725
385,test4-marked.png,82,1.0,0.9833333333333333,36.618665901683876
386,test4-marked.png,83,1.0,0.9875,36.588658630397944
387,test4-marked.png,84,1.0,0.9895833333333334,36.56481125494365
388,test4-marked.png,85,1.0,0.9895833333333334,36.540745154803574
389,test4-marked.png,86,1.0,0.9875,36.52639501102604
390,test4-marked.png,87,1.0,0.9895833333333334,36.51113188847262
391,test4-marked.png,88,1.0,0.9895833333333334,36.48319807404748
392,test4-marked.png,89,1.0,0.9875,36.455445035110195
393,test4-marked.png,90,1.0,0.9875,36.43533596813803
394,test4-marked.png,91,1.0,0.9833333333333333,36.41756264918364
395,test4-marked.png,92,1.0,0.9833333333333333,36.39739107290946
396,test4-marked.png,93,1.0,0.98125,36.39797047248594
397,test4-marked.png,94,1.0,0.9791666666666666,36.378700070808485
398,test4-marked.png,95,1.0,0.9770833333333333,36.3549693642661
399,test4-marked.png,96,1.0,0.9791666666666666,36.348609068252195
400,test4-marked.png,97,1.0,0.9708333333333333,36.3324520725088
401,test4-marked.png,98,1.0,0.9770833333333333,36.30939164482907
402,test4-marked.png,99,1.0,0.9729166666666667,36.30118093666147
403,test4-marked.png,100,1.0,0.9645833333333333,36.27972593651781
404,test5-marked.png,0,1.0,0.0,100.0
405,test5-marked.png,1,1.0,0.24583333333333332,64.00887300952604
406,test5-marked.png,2,1.0,0.63125,57.25883724674383
407,test5-marked.png,3,1.0,0.7645833333333333,54.10827901731368
408,test5-marked.png,4,1.0,0.8375,51.67150126029774
409,test5-marked.png,5,1.0,0.875,49.812021104070126
410,test5-marked.png,6,1.0,0.9041666666666667,48.517520882426155
411,test5-marked.png,7,1.0,0.9104166666666667,47.32264888678303
412,test5-marked.png,8,1.0,0.93125,46.33756237427199
413,test5-marked.png,9,1.0,0.9291666666666667,45.50194735599297
414,test5-marked.png,10,1.0,0.93125,44.82241131960468
415,test5-marked.png,11,1.0,0.9291666666666667,44.201087837558745
416,test5-marked.png,12,1.0,0.9291666666666667,43.64843825522346
417,test5-marked.png,13,1.0,0.9291666666666667,43.15545652114877
418,test5-marked.png,14,1.0,0.94375,42.69688184878649
419,test5-marked.png,15,1.0,0.975,42.26936145197624
420,test5-marked.png,16,1.0,0.9895833333333334,41.887882265574476
421,test5-marked.png,17,1.0,0.99375,41.50400563257884
422,test5-marked.png,18,1.0,0.99375,41.158221997687995
423,test5-marked.png,19,1.0,0.99375,40.869137834219764
424,test5-marked.png,20,1.0,0.9916666666666667,40.61005919732579
425,test5-marked.png,21,1.0,0.9895833333333334,40.327025599652295
426,test5-marked.png,22,1.0,0.9895833333333334,40.100436387775176
427,test5-marked.png,23,1.0,0.9854166666666667,39.857496546886104
428,test5-marked.png,24,1.0,0.9854166666666667,39.63170676092549
429,test5-marked.png,25,1.0,0.98125,39.407622395967174
430,test5-marked.png,26,1.0,0.9916666666666667,39.20301357664102
431,test5-marked.png,27,1.0,0.9875,39.00915386234892
432,test5-marked.png,28,1.0,0.9895833333333334,38.829947347966765
433,test5-marked.png,29,1.0,0.9875,38.63146886638367
434,test5-marked.png,30,1.0,0.9895833333333334,38.45718146375412
435,test5-marked.png,31,1.0,0.9916666666666667,38.3030273123379
436,test5-marked.png,32,1.0,0.9916666666666667,38.15333886450291
437,test5-marked.png,33,1.0,0.9895833333333334,38.01613151589818
438,test5-marked.png,34,1.0,0.9895833333333334,37.880471398994835
439,test5-marked.png,35,1.0,0.9854166666666667,37.7381507534008
440,test5-marked.png,36,1.0,0.9875,37.61835735557886
441,test5-marked.png,37,1.0,0.9916666666666667,37.5401520411858
442,test5-marked.png,38,1.0,0.9958333333333333,37.50032233014793
443,test5-marked.png,39,1.0,0.9854166666666667,37.45756385702867
444,test5-marked.png,40,1.0,0.9916666666666667,37.42458283073219
445,test5-marked.png,41,1.0,0.9895833333333334,37.39601445481202
446,test5-marked.png,42,1.0,0.9916666666666667,37.348567772456235
